Name,E-mail,Trade Name,Registration No.,Telephone,Address,Exchange Name,Validity
ARTHA VRDDHI SECURITIES LIMITED,avsl31072013@gmail.com,Avsl31072013,INZ000002139,02226633746,"1001, 10TH FLOOR, ASHOK HEIGHTS OLD NAGARDAS ROAD, ANDHERI, MUMBAI, MAHARASHTRA- 400057",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 08, 2015 - Perpetual"
ARUN PORECHA,samir@porecha.in,Samir,INZ000229812,9102266333555,"PG-14, Rotunda Bldg, Stock Exchange B.S. Marg, Fort, Mumbai 400001",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Nov 26, 1992 - Perpetual"
ARYA FIN-TRADE SERVICES (INDIA) PRIVATE LIMITED,compliance@aryafingroup.com,Compliance,INZ000181536,917968222200,"Office No.4, 15th Floor,GIFT One Tower Block No. 56 Road- 5C Zone-5 GIFT Gandhinagar Gujarat 382355",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Feb 25, 2014 - Perpetual"
ASHIKA STOCK BROKING IFSC PVT. LTD.,secretarial@ashikagroup.com,Secretarial,INZ000099630,03340102500,"UNIT NO. 421, SIGNATURE BUILDING FOURTH FLOOR, BLOCK 13B, ZONE 1, GIFT SEZ",INDIA INTERNATIONAL EXCHANGE (IFSC) LIMITED,"Jan 15, 2017 - Perpetual"
ASHIKA STOCK BROKING LIMITED,nawalkishore@ashikagroup.com,Nawalkishore,INZ000169130,9103340102500,Trinity 226/1 AJC Bose Road,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Sep 20, 2000 - Perpetual"
ASHISH VAID,ashishva@vsnl.com,Ashishva,INZ000261612,9102222042136,"115,MAKER CHAMBERS III 223,NARIMAN POINT",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Dec 16, 1994 - Perpetual"
ASHLAR SECURITIES PRIVATE LIMITED,pradeep@ashlarindia.com,Pradeep,INZ000203739,9107503323162,A-38 SECTOR-67 GHAZIABAD,INDIAN CLEARING CORPORATION LIMITED(ICCL),"Mar 19, 2010 - Perpetual"
ASHOK C. SAMANI,acsamani18@gmail.com,Acsamani18,INZ000235913,9102222722416,"1207/B, P. J. Towers, Dalal Street Fort",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Nov 26, 1992 - Perpetual"
ASHOK DHIRAJLAL DALAL,nilimadalal@gmail.com,Nilimadalal,INZ000264117,91022982092206,"PS 13,2nd Floor,Stock Exchange Tower Dalal Street Fort",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Nov 26, 1992 - Perpetual"
ASHVIN M. SHAH,ashvinmshah@yahoo.co.in,Ashvinmshah,INZ000212916,9102225911234,"101,MOTI SAGAR GAMESH GAWADE ROAD MULUND (WEST)",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Sep 14, 1995 - Perpetual"
ASIAN BROKING PRIVATE LIMITED,asian_broking@vsnl.com,Asian_broking,INZ000201038,9102067260653,"MANTRI COURT,3RD FLOOR, 39 DR. AMBEDKAR ROAD,NEXT TO RTO,SANGAM",METROPOLITAN STOCK EXCHANGE,"Dec 21, 1998 - Perpetual"
ASIAN FINTRADE SERVICES PRIVATE LIMITED,abhay.gup1@gmail.com,Abhay.gup1,INZ000257737,9102228702070,"503, Western Edge II,Western Express Highway, Borivali East,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jul 30, 2010 - Perpetual"
ASIAN MARKETS SECURITIES PVT. LTD.,chetan.karia@amsec.in,Chetan.karia,INZ000226632,9102242173030,"RAJNIGANDHA, ROW HOUSE NO.1, GEN. A.K. VAIDYA MARG, GOREGAON (E),",BOMBAY STOCK EXCHANGE LIMITED,"Dec 19, 1997 - Perpetual"
ASIATIC STOCK & SECURITIES LTD.,asiaticstock@gmail.com,Asiaticstock,INZ000166538,911141545955,II C/112 SECTOR 2,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Sep 14, 1995 - Perpetual"
ASMAH SHARES & STOCK BROKERS PVT.LTD.,asmahshares@gmail.com,Asmahshares,INZ000305432,9102249712291,"SHOP NO. GP 22,2ND FLOOR, RAGHULEELA MEGAMALL,OPP POISAR GYMKHANA,OFF S.V ROAD, KANDIWALI WEST,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Mar 11, 2022 - Perpetual"
ASNANI STOCK BROKER PRIVATE LIMITED,info@asnanionline.com,Info,INZ000190431,911472246343,"103, Pratap Nagar,Sindhi Colony, Chittorgarh - 312001",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Sep 07, 2010 - Perpetual"
ASSET ALLIANCE SECURITIES PVT. LTD.,jitin.dedhia@aaspl.in,Jitin.dedhia,INZ000256836,9102226497997,"VIRAJ BUILDING, 6TH FLOOR, 124, S.V. ROAD, KHAR ( WEST )",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jul 05, 2002 - Perpetual"
ASTHA CREDIT & SECURITIES PVT. LTD.,asthainv@yahoo.com,Asthainv,INZ000187932,007559826022690,"F-1,USHA PREET,OPP.APEX BANK 138/42,MALVIYA NAGAR",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Apr 20, 2005 - Perpetual"
ASTITVA CAPITAL MARKET PRIVATE LIMITED,unityfincap@gmail.com,Unityfincap,INZ000160330,01141510091,"307, 3rd Floor, New Delhi House, Barakhamba Road,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Feb 20, 1996 - Perpetual"
ATISHAY STOCK BROKING PRIVATE LIMITED,atishaystockbroking@gmail.com,Atishaystockbroking,INZ000299131,0919836669254,4th Floor CUBICLE NO. 11&12 MARTIN BURN HOUSE 1 RN MUKHERJEE,BOMBAY STOCK EXCHANGE LIMITED,"Jun 01, 2021 - Perpetual"
ATS SHARE BROKERS PRIVATE LIMITED,compliance@adityatrading.com,Compliance,INZ000205136,91048444037393,"DOOR NO. 62/6871,SHOP NO A11, 4TH FLOOR JOS ANNEXE BUILDING,JOS JUNCTION,NEAR VYTILLA JUNCTION",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jun 03, 2001 - Perpetual"
AUM CAPITAL MARKET PRIVATE LIMITED,aumcapital@aumcap.com,Aumcapital,INZ000185431,9103340572219,"3RD FLOOR, UNIT NO. 3G 226/1, TRINITY, AJC BOSE ROAD",NSE Clearing Limited,"Oct 12, 2006 - Perpetual"
AVIS TIE-UP PRIVATE LIMTED,rohak@ssdsecurities.in,Rohak,INZ000183437,9103322902100,"IDEAL PLAZA, SUITE N-317, 3RD FLOOR 11/1, SARAT BOSE ROAD,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jul 09, 2018 - Perpetual"
AXIOM SHARE BROKING PRIVATE LIMITED,axiom12212@gmail.com,Axiom12212,INZ000232731,9102230295004,"819/820, P.J.TOWER, M.S.MARG FORT, MUMBAI",NSE Clearing Limited,"Mar 16, 2005 - Perpetual"
AXIS BANK LIMITED,capital.marketfort@axisbank.com,Capital.marketfort,INZ000257435,9107926409322,"Trishul 3rd Floor, Opp. Samartheshwar Temple, New Law Garden, Elishbridge, Ahmedabad 380 006.",NSE Clearing Limited,"Jun 02, 2000 - Perpetual"
AXIS CAPITAL LIMITED,compliance@axiscap.in,Compliance,INZ000189931,9102243255545,"Axis House, 8th Floor, Wadia International Centre, Pandurang Bhudhkar Marg, Worli,",NSE Clearing Limited,"Jun 23, 2010 - Perpetual"
AXIS SECURITIES LIMITED,lovelina.faroz@axissecurities.in,Lovelina.faroz,INZ000161633,912243252009,"Axis House, 8th Floor, Wadia International Centre Pandurang Budhkar Marg, Worli",INDIAN CLEARING CORPORATION LIMITED(ICCL),"May 23, 2000 - Perpetual"
AYUSHAJAY STOCK BROKERS PRIVATE LIMITED,enquireasbpl@yahoo.com,Enquireasbpl,INZ000272434,9107312410727,"3/3,SOUTH TUKOGANJ",METROPOLITAN STOCK EXCHANGE,"Mar 19, 2013 - Perpetual"
B D SHAH SECURITIES LIMITED,bds@bdshah.com,Bds,INZ000200338,9102266331251,"R-701,ROTUNDA BUILDING BOMBAY SAMACHAR MARG FORT MUMBAI CITY",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 13, 1998 - Perpetual"
B M GANDHI SECURITIES PVT. LTD.,info@bmgandhi.com,Info,INZ000232837,9102222721254,"411, 4TH FLOOR, ROTUNDA TOWERS, DALAL STREET, FORT,",BOMBAY STOCK EXCHANGE LIMITED,"Jan 07, 1998 - Perpetual"
B R JALAN SECURITIES PRIVATE LIMITED,brjalan@vsnl.net,Brjalan,INZ000199136,9102224923458,"903, Marathon Icon, Marathon Next Gen Campus Veer Santaji Lane, Lower Parel (West)",METROPOLITAN STOCK EXCHANGE,"Jan 13, 1998 - Perpetual"
B. D. SHROFF SECURITIES PVT LTD,bdshroff@vsnl.net,Bdshroff,INZ000228735,91022222042990,"Mulla House, 1st Floor 51 M.G.Road, Fort,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 07, 1998 - Perpetual"
B. LODHA SECURITIES LIMITED,blsbpl@blodhaonline.com,Blsbpl,INZ000209833,9101412550711,"578, Mahaveer Nagar Tonk Road",BOMBAY STOCK EXCHANGE LIMITED,"Feb 01, 2000 - Perpetual"
B. N. RATHI SECURITIES LIMITED,mvrao@bnrsecurities.com,Mvrao,INZ000160834,9104030527777,"6-3-652, 4th Floor, Kautilya Amrutha Estates, Somajiguda",NSE Clearing Limited,"Apr 19, 1995 - Perpetual"
B.S. SECURITIES,vinod@brijsagar.com,Vinod,INZ000198021,9102230973670,"204, UNIQUE TOWER, GAIWADI NEXT TO PATEL PETROL PUMP, S V ROAD, GOREGAON WEST, MUMBAI",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jan 12, 1996 - Perpetual"
BABA BHOOTHNATH COMMEX PRIVATE LIMITED,bbtradecommerce@gmail.com,Bbtradecommerce,INZ000249438,09103322904274,10/4 HUNGER FORD STREET,METROPOLITAN STOCK EXCHANGE,"Jun 09, 2009 - Perpetual"
BADJATE STOCK AND SHARES PRIVATE LIMITED,compliance@badjategroup.com,Compliance,INZ000190232,917126604219,"2ND FLOOR, 207 MANGALAM ARCADE, ABOVE VENUS BOOK CENTRE, DHARAMPETH EXTENSION",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Apr 17, 2013 - Perpetual"
BAGARIA DERIVATIVE SERVICES PRIVATE LIMITED,bagariaderivative@gmail.com,Bagariaderivative,INZ000226533,910119099022288,"FC-303, 3rd Floor, D Mall, Netaji Subhash Place, Pitampura,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Feb 27, 2019 - Perpetual"
BAHUBALI FINANCIAL SERVICES PRIVATE LIMITED,bahubalionline@yahoo.co.in,Bahubalionline,INZ000187438,917884033791,"3/10, AKASH GANGA",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Mar 23, 2005 - Perpetual"
BAJAJ FINANCIAL SECURITIES LIMITED,manish.jain@bajajfinserv.in,Manish.jain,INZ000218931,9102030405075,"Bajaj Auto Limited Complex, Mumbai-Pune Road, Akurdi",NSE Clearing Limited,"Jan 24, 2019 - Perpetual"
BAJAJ SHARE & STOCK BROKERS PVT. LTD.,bajajvrb@gmail.com,Bajajvrb,INZ000240132,9102222870362,"24-B, RAJA BAHADUR COMPOUND, 1ST FLOOR, HAMAM STREET, FORT,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Mar 06, 2000 - Perpetual"
BALAJI EQUITIES LIMITED,info@balajiequities.com,Info,INZ000212839,9108662421033,"Flat No.11, Chitturi Complex Near Head Post Office",NSE Clearing Limited,"Oct 05, 2000 - Perpetual"
BALANCE EQUITY BROKING (INDIA) PVT LTD,kaushal@balance-equity.co.in,Kaushal,INZ000290437,002248938600,"611/612 MITTAL COMMERCIA, C WING, ANDHERI KURLA ROAD, MAROL ANDHERI (EAST)",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Dec 11, 2019 - Perpetual"
BALJIT SECURITIES PVT. LTD,admin@baljitsecurities.com,Admin,INZ000194035,00339831170345,"7A, Pretoria Street BALJIT KUNJ, GROUND FLOOR",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Apr 22, 1996 - Perpetual"
BALKISHAN MOHTA,bkmohta@yahoo.co.in,Bkmohta,INZ000226717,0229166335071,"R-623, ROTUNDA BUILDING, MUMBAI SAMACHAR MARG (APOLLO STREET)",BOMBAY STOCK EXCHANGE LIMITED,"Mar 19, 1997 - Perpetual"
BANG EQUITY BROKING PVT. LTD.,samir.kamdar@nirmalbang.com,Samir.kamdar,INZ000270338,9102262738000,"B-2,302, Marathon Innova, Ganpatrao Kadam Marg, Opp. Peninsula Corporate Park, Lower Parel (W),",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 09, 1999 - Perpetual"
BANG SECURITIES PRIVATE LIMITED,kishore.bang@nirmalbang.com,Kishore.bang,INZ000179933,9102262738000,"B-2,302,MARATHON INNOVA,OFF GANPATRAO KADAM MARG, PENINSULA CORPORATE PARK,LOWER PAREL WEST,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"May 23, 2018 - Perpetual"
BANG SECURITIES PRIVATE LIMITED,deepal.mehta@nirmalbang.com,Deepal.mehta,INZ000179933,02239269329,"20 Sonawala Building, 25 Sonawala Building 25 Bank Street, Fort",NSE Clearing Limited,"May 23, 2018 - Perpetual"
BANHEM SECURITIES PVT. LTD.,banhem@vsnl.com,Banhem,INZ000281030,910222620666,"312, VEENA CHAMBERS, 21,DALAL STREET, MUMBAI CITY",BOMBAY STOCK EXCHANGE LIMITED,"Nov 01, 1994 - Perpetual"
BARCLAYS SECURITIES (INDIA) PRIVATE LIMITED,anupam.mohaney@barclays.com,Anupam.mohaney,INZ000269539,9102267196363,"208 Ceejay House, Shiv Sagar Estate, Dr. Annie Besant Road, Worli,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Feb 04, 2008 - Perpetual"
BASAN EQUITY BROKING LIMITED,compliance@basanonline.com,Compliance,INZ000197331,9104068248494,"3-6-196&197 UNIT NO 204 A, 2ND FLOOR,PRIME PLAZA,HIMAYATNAGAR",BOMBAY STOCK EXCHANGE LIMITED,"Apr 23, 2008 - Perpetual"
BASANT SECURITIES PRIVATE LIMITED,contact@basantsecurities.com,Contact,INZ000165832,02228783634,"606, Unique Tower, Off S.V. Road, Goregaon - west,",BOMBAY STOCK EXCHANGE LIMITED,"Aug 30, 1995 - Perpetual"
BATLIVALA & KARANI SECURITIES INDIA PVT.LTD.,compliance@bksec.com,Compliance,INZ000284836,9103322437902,"Room No 3/4, 7-Lyons Range",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Sep 27, 2019 - Perpetual"
BAY SECURITIES PRIVATE LIMITED,baysecurities123@gmail.com,Baysecurities123,INZ000286339,9101147072497,"J-7/136, Rajouri Garden,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Oct 13, 2010 - Perpetual"
BCB BROKERAGE PRIVATE LIMITED,bbplmumbai@gmail.com,Bbplmumbai,INZ000200633,9102222720000,"1207-A, P J Towers, Dalal Street, Fort,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jul 11, 2001 - Perpetual"
BEELINE BROKING LIMITED,compliance@beelinebroking.com,Compliance,INZ000000638,9107966664040,"701 -702, A WING, SAMUDRA COMPLEX 7TH FLOOR, OFF C.G. ROAD, NEAR GIRISH COLD DRINKS, NAVRANGPURA,",BOMBAY STOCK EXCHANGE LIMITED,"Nov 13, 2014 - Perpetual"
BENISON STOCK BROKING PRIVATE LIMITED,benison_stock@yahoo.com,Benison_stock,INZ000280338,9103340015931,"BE-121,GROUND FLOOR SALT LAKE CITY, SECTOR - I,NEAR KWALITY BUS STOP,SALT LAKE",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jan 13, 2009 - Perpetual"
BESSEGGEN INFOTECH LLP,info@besseggen.in,Info,INZ000213450,01204981244,"D 101, PEARLS GATEWAY TOWERS, SECTOR 44, NOIDA GAUTAM BUDDH NAGAR",BOMBAY STOCK EXCHANGE LIMITED,"Dec 27, 2018 - Perpetual"
BETALA STOCK BROKING LIMITED,betalastock@yahoo.co.in,Betalastock,INZ000258432,9104423468917,"BETALA STOCK BROKING LTD 20 EKAMBARESHWAR AGRAHARAM,PARK TOWN",NSE Clearing Limited,"May 20, 1996 - Perpetual"
BHAGWAN SAHAI KHANDELWAL,bs.khandelwal@yahoo.com,Bs.khandelwal,INZ000215514,9101442337175,"21-B/6, Manu Marg, Alwar,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 07, 2019 - Perpetual"
BHAGWANDAS GORDHANDAS FINANCIAL PRIVATE LIMITED,bgpvt@yahoo.com,Bgpvt,INZ000169033,910222656363,"Cama Building, 4th Floor, Dalal Street, Fort,",NSE Clearing Limited,"Oct 26, 1994 - Perpetual"
BHAIJEE PORTFOLIO LIMITED,navel.gupta@gmail.com,Navel.gupta,INZ000198932,01127472372,"5-D UPPER GROUND FLOOR ANSAL PLAZA,GHAZIABAD,UTTAR PRADESH",METROPOLITAN STOCK EXCHANGE,"Jun 12, 2008 - Perpetual"
BHAIJEE PORTFOLIO PRIVATE LIMITED,info@bhaijee.com,Info,INZ000089933,9101147475555,"Building No. 14, 3rd Floor, Central Market, Ashok Vihar,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Dec 27, 2015 - Perpetual"
BHANSALI VALUE CREATIONS PRIVATE LIMITED,mehta.yesha@gmail.com,Mehta.yesha,INZ000245833,9102782562777,"UNIT NO P05-02B,5th Floor Tower A, World Trade Center, Block No 51,Road 5E, Zone 5, Gift City",BOMBAY STOCK EXCHANGE LIMITED,"Aug 18, 2011 - Perpetual"
BHARAT BHUSHAN EQUITY TRADERS LIMITED,compliance@bharatbhushan.com,Compliance,INZ000204433,9101149800900,"503, Rohit House 3, Tolstoy Marg",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Aug 30, 1995 - Perpetual"
BHARAT HIRALAL SHETH,maulikbsheth@gmail.com,Maulikbsheth,INZ000229211,9102222721293,"209,2ND Floor, BSE Building, Bombay Samachar Marg, Fort",BOMBAY STOCK EXCHANGE LIMITED,"Nov 26, 1992 - Perpetual"
BHARAT JAYANTILAL PATEL,bharatjpatel763@gmail.com,Bharatjpatel763,INZ000275413,9102226834070,"3-3A,Churchgate House, 32/34, Veer Nariman Road, Fort",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jul 05, 1994 - Perpetual"
BHARATHI SHARE BROKING PRIVATE LIMITED,sramya@md4.vsnl.net.in,Sramya,INZ000282730,9104424355861,"A-21 GULMOHAR APARTMENTS,2ND FLOOR 15-B,SOUTH BOAG ROAD,T.NAGAR",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Dec 04, 2008 - Perpetual"
BHARTI THAKKAR INDIA SECURITIES PVT. LTD.,btispl737@hotmail.com,Btispl737,INZ000262939,9102222650651,"32, GROUND FLOOR, RAJA BAHADUR MANSION HAMAM STREET, FORT,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 13, 1998 - Perpetual"
BHARTIA STOCK BROKING PVT. LTD.,jitendra@bhartia.in,Jitendra,INZ000205630,09103340661066,"Shakti Tower, EN-60, Salt Lake, Sector V 2nd Floor, Street No-4, Kolkata",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jul 27, 2000 - Perpetual"
BHH SECURITIES PVT LTD,info@bhhsecurities.com,Info,INZ000262331,9102222721259,"634-ROTUNDA BLDG., BSE LTD, B.S.MARG,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 13, 1998 - Perpetual"
BHOGILAL TRIKAMLAL SECURITIES PRIVATE LIMITED,investors@btsec.co.in,Investors,INZ000218139,9102222721907,"Room No. 717/721, Rotunda Bldg., B. S. Marg,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 07, 1998 - Perpetual"
BHUMIKA CONSULTANCY PRIVATE LIMITED,bhumika2211@gmail.com,Bhumika2211,INZ000201830,9102742252200,"3RD, 1E, GIFT ONE BUILDING, ROAD 5, ZONE 5, GIFT CITY, Gandhinagar",METROPOLITAN STOCK EXCHANGE,"Apr 06, 2000 - Perpetual"
BHUPATRAY LALCHAND SHAH,sadco652@gmail.com,Sadco652,INZ000225821,9102222723328,"504, 5th Floor, STOCK EXCHANGE TOWER DALAL STREET, Fort",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 22, 1992 - Perpetual"
BIDFORCE BROKERS PRIVATE LIMITED,goxillion@gmail.com,Goxillion,INZ000311539,033009831109461,FLAT-5F ORBIT NORTH VIEW 3 KHELAT BABU LANE,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Feb 10, 2023 - Perpetual"
BIGCAPITA SECURITIES PRIVATE LIMITED,info@bigcapita.co.in,Info,INZ000295235,02226051888,"5th Floor, Center Point Building, Junction of S V Road & Juhu Tara Road, Above Standard Chartered Bank, Santacruz West,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jun 30, 2020 - Perpetual"
BINDAL EQUITIES PRIVATE LIMITED,sureshsaraf@bindalgroup.in,Sureshsaraf,INZ000210031,9103332971070,"206-B, Vaishno Chambers, 2nd Floor 6, Brabourne Road",BOMBAY STOCK EXCHANGE LIMITED,"Jul 19, 2012 - Perpetual"
BIPIN M SAVLA,bmsavla@stockplus.co.in,Bmsavla,INZ000227218,9102240139900,"811/814, GROHITAM BUILDING PLOT 14/B, SECTOR 19,VASHI",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jul 16, 2010 - Perpetual"
BISHWANATH MURLIDHAR SECURITIES LLP,bmj045@rediffmail.com,Bmj045,INZ000269133,9102240051837,"R 729, Rotunda, P.J.Tower Dalal Street,Fort,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Feb 06, 2006 - Perpetual"
BLACK FOX FINANCIAL PRIVATE LIMITED,suresh@blackfoxindia.com,Suresh,INZ000207033,9101141611745,"M-55, 3rd Floor, M Block Market, Grater Kailash-II,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 25, 2011 - Perpetual"
BLB LIMITED,am@blblimited.com,Am,INZ000171635,01149325634,"H. No. 4760-61/23, 3rd Floor Ansari Road, Daryaganj",NSE Clearing Limited,"Oct 26, 1994 - Perpetual"
BLUE DAIMOND PROPERTIES PVT LTD,bdppl.blue@gmail.com,Bdppl.blue,INZ000296432,0912266376491,128/129 MITTAL CHAMBER NARIMAN POINT,METROPOLITAN STOCK EXCHANGE,"Nov 25, 2020 - Perpetual"
BMD SECURITIES LIMITED,bmdsecurities@bmd.net.in,Bmdsecurities,INZ000215236,9103322902277,"3A,AUCKLAND PLACE, ROOM NO.3B,3RD FLOOR",METROPOLITAN STOCK EXCHANGE,"Nov 05, 2008 - Perpetual"
BNK SECURITIES PVT LTD,ak@bnkonline.net,Ak,INZ000220037,9103322832944,"13,INDIA EXCHANGE PLACE",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Nov 01, 1994 - Perpetual"
BNP PARIBAS SECURITIES INDIA PRIVATE LIMITED,karen.dsouza@asia.bnpparibas.com,Karen.dsouza,INZ000161834,02261964356,"8TH FLOOR, 1 NORTH AVENUE, MAKER MAXITY, BANDRA KURLA COMPLEX, BANDRA (EAST),",BOMBAY STOCK EXCHANGE LIMITED,"Jun 02, 2000 - Perpetual"
BNR CAPITAL SERVICES PVT LTD,bnrcapital1@rediffmail.com,Bnrcapital1,INZ000254635,9104024755239,"4-5-173 Hasmath Gunj, Sultan Bazar,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 07, 1998 - Perpetual"
BOB CAPITAL MARKETS LIMITED,bcml@bobcaps.in,Bcml,INZ000159332,912261389300,"1704 B Wing, 17th Floor, Parinee Crescenzo G Block, Bandra Kurla Complex, Bandra (East)",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Nov 29, 2002 - Perpetual"
BOFA SECURITIES INDIA LIMITED,nishith.mehta@ml.com,Nishith.mehta,INZ000217333,9102266328000,"ONE BKC,A WING, G BLOCK, GROUND FLOOR BANDRA KURLA COMPLEX,BANDRA (E)",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Aug 27, 2009 - Perpetual"
BONANZA PORTFOLIO LTD.,govind@bonanzaonline.com,Govind,INZ000212137,01130412602,"4353,MADAN MOHAN STREET 4C,ANSARI ROAD,DARYA GANJ,EAST DELHI",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Sep 23, 1994 - Perpetual"
BONDBAZAAR SECURITIES PRIVATE LIMITED,suresh.darak@debt.life.in,Suresh.darak,INZ000303236,9102249633246,"510, BALARAMA CO-OP HOUSING SOCIETY LTD. BANDRA KURLA COMPLEX, BANDRA EAST",BOMBAY STOCK EXCHANGE LIMITED,"Dec 31, 2021 - Perpetual"
BP EQUITIES PRIVATE LIMITED,compliance@bpwealth.com,Compliance,INZ000176539,912261596061,"24/26, Cama Building, 1st Floor, Dalal Street, Fort,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Dec 30, 1997 - Perpetual"
BRIJKISHORTRADING PRIVATE LIMITED,gdhoot@gmail.com,Gdhoot,INZ000300038,091022000000,"202, Ankur Bldg, Abodh Co-op Soc Garodia Nagar, GhatkoparEast",METROPOLITAN STOCK EXCHANGE,"Jun 30, 2021 - Perpetual"
BRIJMOHAN SAGARMAL CAPITAL SERVICES PRIVATE LIMITED,feedback@brijsagar.com,Feedback,INZ000188431,9102242031234,"412, STOCK EXCHANGE TOWER, DALAL STREET, FORT,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 23, 1998 - Perpetual"
BRSB SECURITIES PRIVATE LIMITED,compliance@brsbsecurities.com,Compliance,INZ000302136,01149325600,"4760-61/23, 3RD FLOOR ANSARI ROAD, DARYAGANJ",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Sep 30, 2021 - Perpetual"
BURGEON SECURITIES,info@burgeoncommodities.com,Info,INZ000195328,0802269810080226,605-606B-08 GDITL TOWER NETAJI SHUBHAS PLACE,INDIAN CLEARING CORPORATION LIMITED(ICCL),"May 03, 2011 - Perpetual"
C. D. INTEGRATED SERVICES LTD.,compliance@cdintegrated.co.in,Compliance,INZ000190932,07935026090,"15th Floor , Unit No-4 , D-1, Gift One Tower Block 56, Road 5C, Zone 5",INDIAN CLEARING CORPORATION LIMITED(ICCL),"May 09, 2000 - Perpetual"
C. R. KOTHARI & SONS SHARES & STOCK BROKERS PVT. LTD.,crkmumbai@crksons.co.in,Crkmumbai,INZ000253730,9105123013017,"Mehta Cottage, 12, LRCM Officers Colony, 119/505, Darshan Purva, Kalpi Road,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 11, 1998 - Perpetual"
C. R. KOTHARI & SONS STOCK BROKING PRIVATE LIMITED,sckmumbai@yahoo.com,Sckmumbai,INZ000279336,9105123293497,"MEHTA COTTAGE, 12, LRCM OFFICERS COLONY, 119/505, DARSHAN PURVA,KALPI ROAD,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jul 23, 2007 - Perpetual"
C.D. EQUISEARCH PVT. LTD,cdequi@cal.vsnl.net.in,Cdequi,INZ000184438,03330273000,"SB TOWERS,1ST FLOOR 37,SHAKESPEARE SARANI",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Sep 14, 1995 - Perpetual"
CANARA BANK SECURITIES LIMITED,compliance@canmoney.in,Compliance,INZ000279135,9102243603800,"MAKER CHAMBERS III,7TH FLOOR NARIMAN POINT",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Mar 14, 2007 - Perpetual"
CAPITAL WIZARD STOCK BROKING PRIVATE LIMITED,info@capitalwizard.in,Info,INZ000173837,01202655001,8 200 Sec 3 Rajender Nagar Ghaziabad,INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jun 14, 2007 - Perpetual"
